Filename,main_th,main_th_sd,main_th_min,main_th_max
F_CYL_OUTR_19_LEN_162_OVERSAMPLE_SKEL,18.37681543,0.314524694,1,18.38477631
F_CYL_OUTR_19_LEN_172_OVERSAMPLE_SKEL,18.37729474,0.304915019,1,18.38477631
F_CYL_OUTR_19_LEN_182_OVERSAMPLE_SKEL,18.37771962,0.296135548,1,18.38477631
F_CYL_OUTR_19_LEN_192_OVERSAMPLE_SKEL,18.37809883,0.288073238,1,18.38477631
F_CYL_OUTR_19_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_19_LEN_22_OVERSAMPLE_SKEL,18.3075419,0.976934942,1,18.38477631
F_CYL_OUTR_19_LEN_32_OVERSAMPLE_SKEL,18.3371464,0.768103416,1,18.38477631
F_CYL_OUTR_19_LEN_42_OVERSAMPLE_SKEL,18.3503444,0.653418802,1,18.38477631
F_CYL_OUTR_19_LEN_52_OVERSAMPLE_SKEL,18.35781519,0.578376786,1,18.38477631
F_CYL_OUTR_19_LEN_62_OVERSAMPLE_SKEL,18.36262206,0.524390164,1,18.38477631
F_CYL_OUTR_19_LEN_72_OVERSAMPLE_SKEL,18.36597425,0.48315589,1,18.38477631
F_CYL_OUTR_19_LEN_82_OVERSAMPLE_SKEL,18.36844532,0.450333268,1,18.38477631
F_CYL_OUTR_19_LEN_92_OVERSAMPLE_SKEL,18.37034232,0.423403282,1,18.38477631
F_CYL_OUTR_2_LEN_102_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_112_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_12_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_122_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_132_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_142_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_152_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_162_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_172_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_182_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_192_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_22_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_32_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_42_OVERSAMPLE_SKEL,1,0,1,1
