Filename,main_th,main_th_sd,main_th_min,main_th_max
H_CYL_OUTR_26_INR_1_LEN_172_OVERSAMPLE_SKEL,10.99503891,0.20040007,1,11
H_CYL_OUTR_26_INR_1_LEN_182_OVERSAMPLE_SKEL,10.99532314,0.194578209,1,11
H_CYL_OUTR_26_INR_1_LEN_192_OVERSAMPLE_SKEL,10.99557657,0.189235942,1,11
H_CYL_OUTR_26_INR_1_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_26_INR_1_LEN_22_OVERSAMPLE_SKEL,10.9580128,0.671498023,1,11.04536102
H_CYL_OUTR_26_INR_1_LEN_32_OVERSAMPLE_SKEL,10.96674288,0.517954273,1,11
H_CYL_OUTR_26_INR_1_LEN_42_OVERSAMPLE_SKEL,10.97636981,0.436859398,1,11
H_CYL_OUTR_26_INR_1_LEN_52_OVERSAMPLE_SKEL,10.98167449,0.384838643,1,11
H_CYL_OUTR_26_INR_1_LEN_62_OVERSAMPLE_SKEL,10.98503414,0.347849798,1,11
H_CYL_OUTR_26_INR_1_LEN_72_OVERSAMPLE_SKEL,10.98735278,0.31981642,1,11
H_CYL_OUTR_26_INR_1_LEN_82_OVERSAMPLE_SKEL,10.98904935,0.297624558,1,11
H_CYL_OUTR_26_INR_1_LEN_92_OVERSAMPLE_SKEL,10.99034458,0.279491846,1,11
H_CYL_OUTR_26_INR_11_LEN_102_OVERSAMPLE_SKEL,6.683554088,0.538383396,1,7
H_CYL_OUTR_26_INR_11_LEN_112_OVERSAMPLE_SKEL,6.684450701,0.536186934,1,7
H_CYL_OUTR_26_INR_11_LEN_12_OVERSAMPLE_SKEL,6.728233147,0.495574218,5.099019514,7
H_CYL_OUTR_26_INR_11_LEN_122_OVERSAMPLE_SKEL,6.68519371,0.53435878,1,7
H_CYL_OUTR_26_INR_11_LEN_132_OVERSAMPLE_SKEL,6.685819474,0.532813436,1,7
H_CYL_OUTR_26_INR_11_LEN_142_OVERSAMPLE_SKEL,6.686353714,0.531489974,1,7
H_CYL_OUTR_26_INR_11_LEN_152_OVERSAMPLE_SKEL,6.686815141,0.530343798,1,7
H_CYL_OUTR_26_INR_11_LEN_162_OVERSAMPLE_SKEL,6.687217692,0.529341514,1,7
H_CYL_OUTR_26_INR_11_LEN_172_OVERSAMPLE_SKEL,6.687571959,0.528457623,1,7
H_CYL_OUTR_26_INR_11_LEN_182_OVERSAMPLE_SKEL,6.687886138,0.527672314,1,7
H_CYL_OUTR_26_INR_11_LEN_192_OVERSAMPLE_SKEL,6.688166668,0.526969963,1,7
H_CYL_OUTR_26_INR_11_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_26_INR_11_LEN_22_OVERSAMPLE_SKEL,6.637825813,0.638827148,1,7
H_CYL_OUTR_26_INR_11_LEN_32_OVERSAMPLE_SKEL,6.65850319,0.595945367,1,7
H_CYL_OUTR_26_INR_11_LEN_42_OVERSAMPLE_SKEL,6.667925658,0.575098981,1,7
H_CYL_OUTR_26_INR_11_LEN_52_OVERSAMPLE_SKEL,6.673316585,0.562753932,1,7
H_CYL_OUTR_26_INR_11_LEN_62_OVERSAMPLE_SKEL,6.676807417,0.554585531,1,7
H_CYL_OUTR_26_INR_11_LEN_72_OVERSAMPLE_SKEL,6.679252208,0.548779212,1,7
H_CYL_OUTR_26_INR_11_LEN_82_OVERSAMPLE_SKEL,6.681059869,0.544439186,1,7
H_CYL_OUTR_26_INR_11_LEN_92_OVERSAMPLE_SKEL,6.682450748,0.541072007,1,7
H_CYL_OUTR_26_INR_16_LEN_102_OVERSAMPLE_SKEL,4.534861858,0.659365268,1,5
